| new Consumer<CartItem>(...) { ... }         | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:26:46:17   | accept                        | accept(CartItem)                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:26:46:17    | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:34:46:17    |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | toString                      | toString()                         | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:113:19:113:26      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:113:30:121:5       |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | clear                         | clear()                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:107:17:107:21      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:107:25:110:5       |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | hasDiscount                   | hasDiscount()                      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:100:20:100:30      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:100:34:102:5       |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | getDiscountService            | getDiscountService()               | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:93:28:93:45        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:93:49:95:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | getTotal                      | getTotal()                         | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:86:19:86:26        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:86:30:88:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | getDiscountAmount             | getDiscountAmount()                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:79:19:79:35        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:79:39:81:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | getSubtotal                   | getSubtotal()                      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:72:33:74:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | getItemCount                  | getItemCount()                     | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:65:16:65:27        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:65:31:67:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | isEmpty                       | isEmpty()                          | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:58:20:58:26        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:58:30:60:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | getItems                      | getItems()                         | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:51:27:51:34        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:51:38:53:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | removeItem                    | removeItem(String)                 | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:42:20:42:29        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:42:48:46:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | addItem                       | addItem(CartItem)                  | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:32:17:32:23        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:32:40:37:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | ShoppingCart                  | ShoppingCart(DiscountService)      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:23:12:23:23        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:23:58:27:5         |
| ShoppingCart                                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:11:14:11:25       | ShoppingCart                  | ShoppingCart()                     | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:16:12:16:23        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/main/java/com/demo/ShoppingCart.java:16:27:18:5         |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testInjectedDiscountService   | testInjectedDiscountService()      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:118:10:118:36  | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:118:40:127:5   |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testUnmodifiableItems         | testUnmodifiableItems()            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:108:10:108:30  | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:108:34:114:5   |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testClear                     | testClear()                        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:96:10:96:18    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:96:22:104:5    |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testMultipleItemsWithDiscount | testMultipleItemsWithDiscount()    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:82:10:82:38    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:82:42:92:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testTotal                     | testTotal()                        | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:73:10:73:18    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:73:22:78:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testDiscount                  | testDiscount()                     | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:63:10:63:21    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:63:25:69:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testSubtotal                  | testSubtotal()                     | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:54:10:54:21    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:54:25:59:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testRemoveItem                | testRemoveItem()                   | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:43:10:43:23    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:43:27:50:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testAddNullThrows             | testAddNullThrows()                | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:37:10:37:26    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:37:30:39:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testAddItem                   | testAddItem()                      | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:27:10:27:20    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:27:24:33:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | testEmptyInitially            | testEmptyInitially()               | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:20:10:20:27    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:20:31:23:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | setUp                         | setUp()                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:14:10:14:14    | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:14:18:16:5     |
| ShoppingCartTest                            | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22      | ShoppingCartTest              | ShoppingCartTest()                 | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22       | file:///home/AlphaTrans/java_projects/preprocessed_0/maven/src/test/java/com/demo/ShoppingCartTest.java:9:7:9:22       |
