| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/App.java:9:9:9:58                    | println           |    1 | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/App.java:9:28:9:57                   | println(String)                                 | main                          | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/App.java:8:24:8:27                   | App                                  | println           | file:///modules/java.base/java/io/PrintStream.class:0:0:0:0                                                                                        | PrintStream          |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:52:40:52:51            | getClass               |    0 |      | getClass()               | equals                        | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:50:20:50:25            | CartItem                                    | getClass               | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                       | Object               |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:63:22:63:36            | hashCode               |    0 |      | hashCode()               | hashCode                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:62:16:62:23            | CartItem                                    | hashCode               | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                       | String               |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:22:12:22:26     | <obinit>               |    0 |      | <obinit>()               | DiscountService               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:22:12:22:26     | DiscountService                             | <obinit>               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:7:14:7:28   | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:25:13:25:26    | isEmpty                |    0 |      | isEmpty()                | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | isEmpty                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:58:20:58:26    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:29:13:30:27    | getItems               |    0 |      | getItems()               | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | getItems               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:51:27:51:34    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:35:29:35:42    | getName                |    0 |      | getName()                | accept                        | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:26:46:17    | new Consumer<CartItem>(...) { ... }         | getName                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:30:19:30:25        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:36:29:36:46    | getQuantity            |    0 |      | getQuantity()            | accept                        | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:26:46:17    | new Consumer<CartItem>(...) { ... }         | getQuantity            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:38:16:38:26        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:42:29:42:43    | getPrice               |    0 |      | getPrice()               | accept                        | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:26:46:17    | new Consumer<CartItem>(...) { ... }         | getPrice               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:34:19:34:26        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:43:29:43:46    | getSubtotal            |    0 |      | getSubtotal()            | accept                        | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:31:26:46:17    | new Consumer<CartItem>(...) { ... }         | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:45:19:45:29        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:52:59:52:76    | getSubtotal            |    0 |      | getSubtotal()            | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:55:13:55:30    | hasDiscount            |    0 |      | hasDiscount()            | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:100:20:100:30  | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:59:21:59:44    | getDiscountAmount      |    0 |      | getDiscountAmount()      | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | getDiscountAmount      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:79:19:79:35    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:65:21:65:70    | getDiscountDescription |    0 |      | getDiscountDescription() | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | getDiscountDescription | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:59:19:59:40 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:65:21:65:45    | getDiscountService     |    0 |      | getDiscountService()     | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | getDiscountService     | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:93:28:93:45    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:72:59:72:73    | getTotal               |    0 |      | getTotal()               | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | getTotal               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:86:19:86:26    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:76:16:76:28    | toString               |    0 |      | toString()               | generate                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:14:19:14:26    | ReceiptGenerator                            | toString               | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                | StringBuilder        |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:85:13:85:31    | getItemCount           |    0 |      | getItemCount()           | generateSummary               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:82:19:82:33    | ReceiptGenerator                            | getItemCount           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:65:16:65:27    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:86:13:86:30    | getSubtotal            |    0 |      | getSubtotal()            | generateSummary               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:82:19:82:33    | ReceiptGenerator                            | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:87:13:87:36    | getDiscountAmount      |    0 |      | getDiscountAmount()      | generateSummary               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:82:19:82:33    | ReceiptGenerator                            | getDiscountAmount      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:79:19:79:35    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:88:13:88:27    | getTotal               |    0 |      | getTotal()               | generateSummary               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ReceiptGenerator.java:82:19:82:33    | ReceiptGenerator                            | getTotal               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:86:19:86:26    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:44:13:44:26        | getName                |    0 |      | getName()                | test                          | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:43:31:44:53        | new Predicate<CartItem>(...) { ... }        | getName                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:30:19:30:25        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:59:16:59:30        | isEmpty                |    0 |      | isEmpty()                | isEmpty                       | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:58:20:58:26        | ShoppingCart                                | isEmpty                | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                         | List<CartItem>       |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:66:16:66:27        | size                   |    0 |      | size()                   | getItemCount                  | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:65:16:65:27        | ShoppingCart                                | size                   | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                         | List<CartItem>       |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:73:16:73:70        | sum                    |    0 |      | sum()                    | getSubtotal                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29        | ShoppingCart                                | sum                    | file:///modules/java.base/java/util/stream/DoubleStream.class:0:0:0:0                                                          | DoubleStream         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:73:16:73:29        | stream                 |    0 |      | stream()                 | getSubtotal                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29        | ShoppingCart                                | stream                 | file:///modules/java.base/java/util/Collection.class:0:0:0:0                                                                   | Collection<CartItem> |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:73:43:73:63        | getSubtotal            |    0 |      | getSubtotal()            | applyAsDouble                 | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:73:43:73:63        | new ToDoubleFunction<CartItem>(...) { ... } | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:45:19:45:29        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:80:50:80:62        | getSubtotal            |    0 |      | getSubtotal()            | getDiscountAmount             | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:79:19:79:35        | ShoppingCart                                | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:87:28:87:40        | getSubtotal            |    0 |      | getSubtotal()            | getTotal                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:86:19:86:26        | ShoppingCart                                | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:87:44:87:62        | getDiscountAmount      |    0 |      | getDiscountAmount()      | getTotal                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:86:19:86:26        | ShoppingCart                                | getDiscountAmount      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:79:19:79:35    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:101:16:101:44      | hasDiscount            |    0 |      | hasDiscount()            | hasDiscount                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:100:20:100:30      | ShoppingCart                                | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:108:9:108:21       | clear                  |    0 |      | clear()                  | clear                         | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:107:17:107:21      | ShoppingCart                                | clear                  | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                         | List<CartItem>       |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:109:9:109:31       | reset                  |    0 |      | reset()                  | clear                         | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:107:17:107:21      | ShoppingCart                                | reset                  | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:84:17:84:21 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:116:13:116:24      | size                   |    0 |      | size()                   | toString                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:113:19:113:26      | ShoppingCart                                | size                   | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                         | List<CartItem>       |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:117:13:117:25      | getSubtotal            |    0 |      | getSubtotal()            | toString                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:113:19:113:26      | ShoppingCart                                | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:118:13:118:31      | getDiscountAmount      |    0 |      | getDiscountAmount()      | toString                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:113:19:113:26      | ShoppingCart                                | getDiscountAmount      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:79:19:79:35    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:119:13:119:22      | getTotal               |    0 |      | getTotal()               | toString                      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:113:19:113:26      | ShoppingCart                                | getTotal               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:86:19:86:26    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:15:31:15:44        | getName                |    0 |      | getName()                | testCreateValidItem           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:12:10:12:28        | CartItemTest                                | getName                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:30:19:30:25        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:16:28:16:42        | getPrice               |    0 |      | getPrice()               | testCreateValidItem           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:12:10:12:28        | CartItemTest                                | getPrice               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:34:19:34:26        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:17:25:17:42        | getQuantity            |    0 |      | getQuantity()            | testCreateValidItem           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:12:10:12:28        | CartItemTest                                | getQuantity            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:38:16:38:26        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:18:28:18:45        | getSubtotal            |    0 |      | getSubtotal()            | testCreateValidItem           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:12:10:12:28        | CartItemTest                                | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:45:19:45:29        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:65:29:65:46        | getSubtotal            |    0 |      | getSubtotal()            | testSubtotalCalculation       | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/CartItemTest.java:63:10:63:32        | CartItemTest                                | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/CartItem.java:45:19:45:29        | CartItem             |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:15:21:15:41 | hasDiscount            |    0 |      | hasDiscount()            | testNoDiscount                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:12:10:12:23 | DiscountServiceTest                         | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:26:20:26:40 | hasDiscount            |    0 |      | hasDiscount()            | testVipDiscount               | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:20:10:20:24 | DiscountServiceTest                         | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:37:20:37:40 | hasDiscount            |    0 |      | hasDiscount()            | testFixedAmountDiscount       | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:31:10:31:32 | DiscountServiceTest                         | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:57:20:57:40 | hasDiscount            |    0 |      | hasDiscount()            | testPercentageDiscount        | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:51:10:51:31 | DiscountServiceTest                         | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:74:37:74:71 | getDiscountDescription |    0 |      | getDiscountDescription() | testDiscountDescriptions      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:72:10:72:33 | DiscountServiceTest                         | getDiscountDescription | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:59:19:59:40 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:78:48:78:75 | getDiscountDescription |    0 |      | getDiscountDescription() | testDiscountDescriptions      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:72:10:72:33 | DiscountServiceTest                         | getDiscountDescription | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:59:19:59:40 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:82:53:82:82 | getDiscountDescription |    0 |      | getDiscountDescription() | testDiscountDescriptions      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:72:10:72:33 | DiscountServiceTest                         | getDiscountDescription | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:59:19:59:40 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:86:44:86:75 | getDiscountDescription |    0 |      | getDiscountDescription() | testDiscountDescriptions      | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:72:10:72:33 | DiscountServiceTest                         | getDiscountDescription | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:59:19:59:40 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:95:20:95:40 | hasDiscount            |    0 |      | hasDiscount()            | testReset                     | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:91:10:91:18 | DiscountServiceTest                         | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:97:9:97:23  | reset                  |    0 |      | reset()                  | testReset                     | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:91:10:91:18 | DiscountServiceTest                         | reset                  | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:84:17:84:21 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:98:21:98:41 | hasDiscount            |    0 |      | hasDiscount()            | testReset                     | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/DiscountServiceTest.java:91:10:91:18 | DiscountServiceTest                         | hasDiscount            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/DiscountService.java:77:20:77:30 | DiscountService      |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:21:20:21:33    | isEmpty                |    0 |      | isEmpty()                | testEmptyInitially            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:20:10:20:27    | ShoppingCartTest                            | isEmpty                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:58:20:58:26    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:22:25:22:43    | getItemCount           |    0 |      | getItemCount()           | testEmptyInitially            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:20:10:20:27    | ShoppingCartTest                            | getItemCount           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:65:16:65:27    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:30:21:30:34    | isEmpty                |    0 |      | isEmpty()                | testAddItem                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:27:10:27:20    | ShoppingCartTest                            | isEmpty                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:58:20:58:26    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:31:25:31:43    | getItemCount           |    0 |      | getItemCount()           | testAddItem                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:27:10:27:20    | ShoppingCartTest                            | getItemCount           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:65:16:65:27    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:32:27:32:44    | getSubtotal            |    0 |      | getSubtotal()            | testAddItem                   | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:27:10:27:20    | ShoppingCartTest                            | getSubtotal            | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:72:19:72:29    | ShoppingCart         |
| file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:48:25:48:43    | getItemCount           |    0 |      | getItemCount()           | testRemoveItem                | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/test/java/com/demo/ShoppingCartTest.java:43:10:43:23    | ShoppingCartTest                            | getItemCount           | file:///home/AlphaTrans/java_projects/automated_reduced_projects/maven/src/main/java/com/demo/ShoppingCart.java:65:16:65:27    | ShoppingCart         |
